 stabbr, psuid, wt_nrdad, lolv, lnlv, hhmn, lolvnliv, r_type, grnd_cn, singmult, r_res3, lowflor, bldg_age, r_basemt, basentr, gaswthtr, tight, ventfreq
IN    ,            66,    6163.746,       3.456,       3.456,       3.049, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            66,    7682.891,       1.235,       1.235,       1.067, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  4    
IN    ,            66,    7682.891,       0.964,       1.974,       0.964, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
IN    ,            66,    7674.800,       0.972,       0.972,       0.972, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            66,    7682.891,       1.115,       1.115,       1.248, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            66,    7682.891,       1.851,       3.219,       1.851, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    , 94    
IN    ,            66,    7398.579,       0.403,       0.403,       0.403, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  5    
IN    ,            66,    7398.579,       0.305,       0.305,       0.305, 2     , 77    , 2     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  4    
IN    ,            66,    7398.579,       2.847,       2.847,       2.847, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
IN    ,            66,    7398.579,       1.130,       1.130,       1.130, 2     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  2    , 77    ,  2    ,  1    ,  5    
IN    ,            66,    7406.379,       0.916,       1.816,       0.916, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
IN    ,            66,    2382.805,       0.360,       0.360,       0.360, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    , 94    ,  2    ,  4    
IN    ,            66,    6564.325,       4.022,       4.022,       2.529, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IN    ,            66,    6259.209,       2.123,       4.479,       2.123, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    , 94    
IN    ,            66,    6259.209,       2.147,       2.147,       1.711, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
IN    ,            66,    6252.617,       0.782,       0.782,       0.782, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  3    ,  3    
IN    ,            66,    6259.209,       0.182,       4.020,       0.182, 1     ,  1    , 1     , 2     , 3     , 77    , 94    ,  1    ,  1    ,  1    ,  3    ,  4    
IN    ,            66,    6470.727,       0.828,       0.828,       0.828, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    ,  2    ,  1    ,  2    
IN    ,            66,    7512.148,       1.411,       2.169,       1.463, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
IN    ,            66,    7512.148,       1.898,       5.429,       1.898, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  2    
IN    ,            66,    7512.148,       2.175,       2.798,       2.175, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  2    
OH    ,            79,    7331.672,       2.386,       3.941,       2.386, 1     ,  5    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
OH    ,            79,    8598.078,       4.984,       4.984,       4.984, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
OH    ,            79,    7331.672,       4.403,       4.403,       4.179, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
OH    ,            79,    7461.116,       6.184,       6.184,       6.184, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  3    ,  5    
OH    ,            79,    8598.078,       3.357,       3.357,       3.357, 2     , 77    , 1     , 1     , 1     ,  1    , 94    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    7331.672,       8.361,       8.361,       5.688, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
OH    ,            79,    7461.116,       4.313,       4.313,       4.313, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  3    
OH    ,            79,    7461.116,       4.761,       4.761,       4.761, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  3    ,  3    
OH    ,            79,    7461.116,       3.234,       3.234,       3.234, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
OH    ,            79,    6209.299,       0.838,       0.838,       0.838, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  5    
OH    ,            79,    6209.299,       2.969,       2.969,       2.969, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  3    ,  2    
OH    ,            79,    6209.299,       0.832,       0.832,       0.832, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    6101.572,       1.513,       1.513,       1.139, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  4    
OH    ,            79,    6209.299,       0.132,       0.132,       0.132, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    6101.572,       2.414,       2.414,       1.978, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  5    
OH    ,            79,    7331.672,       3.769,       3.769,       2.384, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  2    
OH    ,            79,    7461.116,       2.536,       2.536,       2.536, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
OH    ,            79,    7461.116,       6.651,       6.651,       6.651, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  5    
OH    ,            79,    7461.116,       9.820,       9.820,       9.820, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
OH    ,            79,    7461.116,       2.498,       2.498,       2.498, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  2    
OH    ,            79,    7461.116,       0.410,       0.410,       0.410, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  5    
OH    ,            79,    7331.672,       5.828,       5.828,       5.002, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
OH    ,            79,    7461.116,       0.433,       0.433,       0.433, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
OH    ,            79,    7331.672,       2.199,       1.977,       2.199, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
OH    ,            79,    7331.672,       5.857,      20.547,       5.857, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  1    
OH    ,            79,    7331.672,       6.637,       9.404,       6.637, 1     ,  1    , 1     , 2     , 3     , 77    ,  1    ,  1    ,  1    ,  2    ,  1    ,  3    
OH    ,            79,    7331.672,      19.967,      19.967,      11.963, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  5    
OH    ,            79,    7461.116,       0.483,       0.483,       0.483, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  3    ,  5    
OH    ,            79,    7331.672,       1.280,       8.091,       1.280, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  4    
OH    ,            79,    7331.672,       3.605,       5.271,       3.605, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  5    
OH    ,            79,    7331.672,       2.369,       7.458,       2.634, 1     ,  5    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  4    
OH    ,            79,    7331.672,       3.539,       5.669,       3.598, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    , 98    
OH    ,            79,    7331.672,       3.274,       3.274,       3.212, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  5    
OH    ,            79,    7331.672,       1.251,       3.080,       1.189, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  2    
OH    ,            79,    7461.116,       0.650,       0.650,       0.650, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    7331.672,       0.828,       1.575,       0.828, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  5    
OH    ,            79,    7331.672,       1.682,       4.418,       1.682, 1     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  4    
OH    ,            79,    7331.672,       2.487,       2.487,       2.382, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  3    ,  4    
OH    ,            79,    6101.572,       0.532,       2.063,       0.496, 1     ,  4    , 1     , 2     , 3     ,  1    , 94    ,  1    ,  1    ,  2    ,  1    ,  4    
OH    ,            79,    7155.502,       0.712,       0.712,       0.712, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    7155.502,       0.454,       0.454,       0.454, 2     , 77    , 1     , 1     , 1     ,  1    ,  2    ,  2    , 77    ,  2    ,  1    ,  5    
OH    ,            79,    6209.299,       5.783,       5.783,       5.783, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    6101.572,       0.730,       2.676,       0.655, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
OH    ,            79,    6209.299,       1.711,       1.711,       1.540, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  4    
OH    ,            79,    6209.299,       0.999,       0.999,       0.881, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  3    
OH    ,            79,    8598.078,       2.010,       2.010,       2.010, 2     , 77    , 2     , 1     , 1     ,  2    ,  6    ,  1    ,  2    ,  1    ,  2    ,  5    
OH    ,            79,    8598.078,       1.042,       1.042,       1.042, 2     , 77    , 1     , 1     , 1     ,  1    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
OH    ,            79,    7461.116,       1.201,       1.201,       1.201, 2     , 77    , 2     , 2     , 2     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
OH    ,            79,    7461.116,       1.053,       1.053,       1.053, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
OH    ,            79,    7461.116,       0.780,       0.780,       0.780, 2     , 77    , 2     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  3    
OH    ,            79,    8598.078,       0.877,       0.877,       0.877, 2     , 77    , 2     , 1     , 1     ,  2    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            70,    6329.504,       3.593,       3.593,       3.593, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            70,    6329.504,       1.401,       1.401,       1.401, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  4    
IN    ,            70,    6550.296,       1.187,       1.187,       1.187, 2     , 77    , 2     , 1     , 1     ,  2    ,  2    ,  2    , 77    ,  1    ,  1    ,  2    
IN    ,            70,    6336.177,       3.166,       3.166,       2.891, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  1    
IN    ,            70,    6329.504,       0.577,       0.577,       0.577, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    6336.177,       1.983,       1.983,       1.979, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  1    
IN    ,            70,    6336.177,       3.280,       3.280,       2.920, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            70,    6329.504,       0.947,       0.947,       0.947, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
IN    ,            70,    6336.177,       1.490,       3.311,       1.481, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  1    
IN    ,            70,    6329.504,       0.980,       0.980,       0.980, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
IN    ,            70,    6336.177,       6.437,      12.740,       6.437, 1     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  2    
IN    ,            70,    6336.177,       1.098,       1.410,       1.098, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
IN    ,            70,    6329.504,       0.715,       0.715,       0.715, 2     , 77    , 1     , 2     , 2     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    6329.504,       0.511,       0.511,       0.511, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  2    
IN    ,            70,    6336.177,       3.093,       4.287,       3.093, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  1    ,  1    ,  4    
IN    ,            70,    6336.177,       1.691,       3.043,       1.691, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IN    ,            70,    6329.504,       2.106,       2.106,       2.106, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  1    
IN    ,            70,    6336.177,       6.057,       6.057,       5.229, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  2    ,  1    ,  5    
IN    ,            70,    6329.504,       1.268,       1.268,       1.268, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  3    
IN    ,            70,    6329.504,       0.150,       0.150,       0.150, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  1    
IN    ,            70,    6336.177,       3.209,       6.866,       3.209, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  3    
IN    ,            70,    6329.504,       4.805,       4.805,       4.467, 2     ,  4    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  5    
IN    ,            70,    6329.504,       2.346,       2.346,       2.346, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    7406.379,       2.306,       4.188,       2.306, 1     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  1    ,  1    ,  2    ,  1    ,  1    
IN    ,            70,    7398.579,       1.391,       1.391,       1.391, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  4    
IN    ,            70,    7406.379,       1.632,       1.918,       1.632, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            70,    7398.579,       1.129,       1.129,       1.129, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  4    
IN    ,            70,    7398.579,       0.383,       0.383,       0.383, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  2    
IN    ,            70,    7398.579,       1.085,       1.085,       1.085, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  2    ,  1    
IN    ,            70,    7398.579,       2.130,       2.130,       2.130, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  1    ,  1    ,  3    
IN    ,            70,    7398.579,       0.461,       0.461,       0.461, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    7674.800,       0.754,       0.754,       0.752, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  2    ,  2    ,  1    
IN    ,            70,    7674.800,       0.221,       0.221,       0.221, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  1    ,  1    ,  1    
IN    ,            70,    7682.891,       1.255,       1.255,       0.982, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            70,    8057.407,       1.505,       4.115,       1.483, 1     , 77    , 1     , 1     , 1     ,  1    ,  6    ,  1    ,  1    ,  2    ,  1    ,  2    
IN    ,            70,    7942.519,       0.726,       0.726,       0.726, 2     , 77    , 2     , 1     , 1     ,  2    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            70,    7682.891,       2.241,       2.241,       1.778, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  3    
IN    ,            70,    7674.800,       0.511,       0.511,       0.511, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  2    , 77    ,  2    ,  1    ,  4    
IN    ,            70,    7674.800,       0.518,       0.518,       0.518, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    7674.800,       0.531,       0.531,       0.531, 2     ,  1    , 1     , 2     , 3     , 77    ,  3    ,  2    , 77    ,  2    ,  2    ,  2    
IN    ,            70,    7674.800,       0.322,       0.322,       0.322, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            70,    7682.891,       4.078,       4.078,       5.099, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
IN    ,            70,    7674.800,       2.968,       2.968,       2.968, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  2    , 77    ,  1    ,  1    ,  1    
IN    ,            70,    7682.891,       0.666,       1.763,       0.666, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  2    ,  1    
IN    ,            70,    7674.800,       1.090,       1.090,       1.090, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  2    ,  1    ,  3    
IN    ,            70,    7682.891,       1.405,       1.405,       1.463, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  1    
IN    ,            70,    7682.891,       6.239,       6.239,       5.070, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  3    
IN    ,            70,    7682.891,       4.029,       5.027,       4.029, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  3    
IN    ,            70,    7674.800,       0.537,       0.537,       0.537, 2     , 77    , 1     , 2     , 2     , 77    ,  5    ,  2    , 77    ,  2    ,  3    ,  1    
IN    ,            70,    7674.800,       0.512,       0.512,       0.560, 2     ,  4    , 1     , 2     , 3     , 77    ,  2    ,  2    , 77    ,  2    ,  1    ,  2    
IN    ,            70,    7682.891,       9.338,       9.338,       7.527, 2     ,  1    , 1     , 2     , 3     , 77    ,  2    ,  1    ,  1    ,  2    ,  1    ,  1    
IN    ,            70,    7512.148,       0.884,       2.514,       0.884, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  2    
IN    ,            70,    7512.148,       1.501,       3.008,       1.501, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  1    
IN    ,            70,    7504.236,       1.348,       1.348,       1.348, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  1    ,  1    
IN    ,            70,    7504.236,       0.348,       0.348,       0.348, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  2    ,  1    ,  1    
IN    ,            70,    7512.148,       1.454,       4.475,       1.454, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  1    
IN    ,            70,    7406.379,       5.584,       5.584,       4.229, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IN    ,            70,    7406.379,       3.839,       5.767,       3.839, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  4    
IN    ,            70,    7398.579,       1.410,       1.410,       1.410, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  3    
IN    ,            70,    7406.379,       2.177,       4.152,       2.020, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
IN    ,            70,    7406.379,       2.718,       2.772,       2.718, 1     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
IN    ,            70,   13222.188,       0.361,       0.361,       0.361, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  2    ,  2    ,  1    
IN    ,            70,   13222.188,       0.281,       0.281,       0.281, 2     , 77    , 1     , 2     , 2     , 77    ,  3    ,  2    , 77    ,  1    ,  1    ,  3    
IN    ,            70,   13222.188,       0.169,       0.169,       0.169, 2     , 77    , 1     , 2     , 2     , 77    ,  4    ,  2    , 77    ,  1    ,  2    ,  1    
WI    ,            83,    6259.209,       3.856,       2.161,       3.583, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  2    ,  1    ,  2    ,  5    
WI    ,            83,    6259.209,      10.918,      10.918,       8.504, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    , 98    ,  1    ,  1    ,  1    
WI    ,            83,    6259.209,       3.553,       6.376,       3.618, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  4    
WI    ,            83,    6259.209,       0.531,       2.137,       0.531, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  1    
WI    ,            83,    6259.209,       2.111,       6.843,       2.236, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  4    
WI    ,            83,    6259.209,       2.332,       5.729,       2.538, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
WI    ,            83,    6259.209,       5.497,       5.748,       5.155, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
WI    ,            83,    6259.209,       4.882,       4.882,       3.661, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  3    
WI    ,            83,    6259.209,       9.692,       9.692,       4.198, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  1    ,  4    
WI    ,            83,    7512.148,       0.759,       0.759,       0.542, 2     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  3    ,  1    
WI    ,            83,    7512.148,       2.096,       2.096,       1.799, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  3    
WI    ,            83,    7512.148,       6.581,       6.581,       5.044, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
WI    ,            83,    7512.148,       1.585,       2.520,       1.585, 1     ,  2    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
WI    ,            83,    7512.148,       1.935,       1.935,       1.435, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  2    ,  5    
WI    ,            83,    7512.148,       1.857,       1.857,       1.787, 2     ,  2    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  3    ,  1    
WI    ,            83,    7512.148,       3.238,       6.312,       3.238, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  3    ,  5    
WI    ,            83,    7512.148,       7.787,      11.093,       7.787, 1     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  1    ,  3    
WI    ,            83,    7512.148,       1.930,       3.110,       1.930, 1     ,  1    , 1     , 2     , 3     , 77    ,  4    ,  1    ,  1    ,  1    ,  1    ,  2    
WI    ,            83,    7406.379,       1.155,       1.155,       0.814, 2     ,  1    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  2    ,  3    ,  3    
WI    ,            83,    7656.663,       0.633,       0.633,       0.598, 2     , 77    , 1     , 1     , 1     ,  1    ,  4    ,  2    , 77    ,  1    ,  3    ,  3    
WI    ,            83,    7406.379,       4.031,       4.031,       2.699, 2     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  3    
WI    ,            83,    7406.379,       9.146,       9.146,       4.182, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  5    
WI    ,            83,    7406.379,       2.597,       3.461,       2.160, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  3    
WI    ,            83,    7406.379,       3.824,       3.824,       1.841, 2     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  3    ,  4    
WI    ,            83,    7766.006,       1.289,       1.289,       1.289, 2     , 77    , 2     , 1     , 1     ,  3    ,  6    ,  2    , 77    , 94    ,  3    ,  5    
WI    ,            83,    7512.148,       0.726,       0.726,       0.622, 2     ,  1    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  3    ,  5    
WI    ,            83,    7512.148,       0.803,       2.346,       0.931, 1     ,  4    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  2    ,  1    ,  4    
WI    ,            83,    7512.148,       0.468,       6.233,       0.593, 1     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  1    ,  1    ,  1    ,  1    ,  4    
WI    ,            83,    7512.148,       5.243,       5.243,       1.946, 2     ,  5    , 1     , 2     , 3     , 77    ,  6    ,  1    ,  1    ,  1    ,  2    ,  5    
WI    ,            83,    7504.236,       2.124,       2.124,       2.053, 2     ,  4    , 1     , 2     , 3     , 77    ,  5    ,  2    , 77    ,  1    ,  2    ,  3    
